"HAMILTON_federalist1" "HAMILTON_federalist11" "HAMILTON_federalist12" "HAMILTON_federalist13" "HAMILTON_federalist15" "HAMILTON_federalist16" "HAMILTON_federalist17" "HAMILTON_federalist21" "HAMILTON_federalist22" "HAMILTON_federalist23" "HAMILTON_federalist24" "HAMILTON_federalist25" "HAMILTON_federalist26" "HAMILTON_federalist27" "HAMILTON_federalist28" "HAMILTON_federalist29" "HAMILTON_federalist30" "HAMILTON_federalist31" "HAMILTON_federalist32" "HAMILTON_federalist33" "HAMILTON_federalist34" "HAMILTON_federalist35" "HAMILTON_federalist36" "HAMILTON_federalist59" "HAMILTON_federalist6" "HAMILTON_federalist60" "HAMILTON_federalist61" "HAMILTON_federalist65" "HAMILTON_federalist66" "HAMILTON_federalist67" "HAMILTON_federalist68" "HAMILTON_federalist69" "HAMILTON_federalist7" "HAMILTON_federalist70" "HAMILTON_federalist71" "HAMILTON_federalist72" "HAMILTON_federalist73" "HAMILTON_federalist74" "HAMILTON_federalist75" "HAMILTON_federalist76" "HAMILTON_federalist77" "HAMILTON_federalist78" "HAMILTON_federalist79" "HAMILTON_federalist8" "HAMILTON_federalist80" "HAMILTON_federalist81" "HAMILTON_federalist82" "HAMILTON_federalist83" "HAMILTON_federalist84" "HAMILTON_federalist85" "HAMILTON_federalist9" "JAY_federalist2" "JAY_federalist3" "JAY_federalist4" "JAY_federalist5" "JAY_federalist64" "MADISON_federalist10" "MADISON_federalist14" "MADISON_federalist37" "MADISON_federalist38" "MADISON_federalist39" "MADISON_federalist40" "MADISON_federalist41" "MADISON_federalist42" "MADISON_federalist43" "MADISON_federalist44" "MADISON_federalist45" "MADISON_federalist46" "MADISON_federalist47" "MADISON_federalist48" "MADISON_federalist58"
"unhappily" 0 0.0395726157499011 0 0 0 0 0 0 0 0 0 0 0 0 0.0613496932515337 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0289855072463768 0 0 0 0 0 0
"unison" 0 0 0.0458085203847916 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0330250990752972 0 0 0 0 0 0 0 0 0 0 0.0379075056861259 0 0 0
"unjustifiable" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0600240096038415 0 0 0 0 0 0.0484730974309258 0.0418410041841004 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"unpardonable" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0645577792123951 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.017082336863683 0 0 0 0 0 0 0 0 0 0 0 0.0298596595998806 0 0 0 0 0 0 0 0 0 0 0
"unprecedented" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0508646998982706 0 0 0 0 0 0 0 0 0 0 0 0 0.0365096750638919 0 0 0 0 0 0 0 0 0 0 0 0
"urgent" 0 0 0 0 0 0 0 0 0 0 0 0.0496770988574267 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0439367311072056 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0327868852459016 0 0 0 0 0 0 0 0 0
"usefulness" 0 0.0395726157499011 0 0 0.0322164948453608 0 0 0 0 0 0 0 0 0 0 0.0444247001332741 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"using" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0673854447439353 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0836820083682008 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"v" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.097799511002445 0 0 0 0 0.0600240096038415 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"vanish" 0 0 0 0 0 0.0484261501210654 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0362187613183629 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0474158368895211
"vanity" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0488997555012225 0 0 0 0 0 0 0 0 0.0319897632757518 0 0.0484730974309258 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"venice" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0488997555012225 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0380517503805175 0 0 0 0 0 0 0 0 0.0529100529100529 0
"verdicts" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0490436488474743 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0254323499491353 0 0.017082336863683 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"vermont" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0613496932515337 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0860215053763441 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"vessels" 0 0 0.0916170407695831 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0602409638554217 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"vice" 0 0 0 0 0.0322164948453608 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0319897632757518 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0330250990752972 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"vicious" 0 0 0 0 0 0 0 0 0.027972027972028 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0330250990752972 0 0 0.0298596595998806 0 0 0 0 0 0 0 0 0 0 0
"victories" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0861697544161999 0 0 0 0.0482160077145612 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"vigilant" 0 0 0 0 0 0 0 0 0 0.0546149645002731 0 0 0.0415800415800416 0 0 0 0 0 0 0 0 0 0 0.0516262261228704 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"votaries" 0.061576354679803 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0439367311072056 0 0 0 0 0 0 0 0.0319897632757518 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"waiving" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0673854447439353 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0430848772081 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0298596595998806 0 0 0 0 0 0 0 0 0 0 0
"wanton" 0 0.0395726157499011 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0444247001332741 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0373692077727952 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"warned" 0 0 0 0 0 0 0 0 0 0 0 0 0.0415800415800416 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0298596595998806 0 0 0 0 0.0289855072463768 0 0 0 0 0 0
"waste" 0 0 0 0 0.0322164948453608 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.097799511002445 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"watching" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0444247001332741 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0602409638554217 0 0 0 0 0 0 0 0 0 0 0 0.0342817963661296 0 0 0 0 0
"wellinformed" 0 0 0 0 0 0 0 0 0 0 0 0 0.0415800415800416 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.040453074433657 0 0 0 0 0 0 0 0.0682128240109141 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"whoever" 0 0 0 0 0 0.0484261501210654 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0510204081632653 0 0 0.0325626831650928 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"widely" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0662251655629139 0 0 0 0 0 0 0 0 0 0 0 0 0.0333778371161549 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0298596595998806 0 0 0 0 0 0 0 0 0 0 0
"wit" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0584453535943892 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0714030703320243 0 0 0 0 0 0 0
"works" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.046189376443418 0.0365096750638919 0 0 0 0 0 0 0 0 0 0.036101083032491 0 0
"worn" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0362187613183629 0 0.0488997555012225 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0280504908835905 0 0 0 0 0 0 0 0
"wound" 0 0 0 0 0.0322164948453608 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0439367311072056 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0289855072463768 0 0 0 0 0 0
"writ" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0254323499491353 0 0 0.0476417341591234 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"writings" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.017082336863683 0 0 0 0 0 0 0 0 0 0.046189376443418 0 0 0 0 0 0 0.0289855072463768 0 0 0 0 0 0
"yielding" 0 0 0 0 0.0322164948453608 0 0 0 0 0 0 0 0 0 0 0 0 0.0569151963574274 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0280504908835905 0 0 0 0 0 0 0 0
"ablest" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0436109899694723 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0602409638554217 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"abounds" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0602409638554217 0 0.04293688278231 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"absorbed" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0446827524575514 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0482160077145612 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"abstracted" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0569151963574274 0 0 0 0 0 0 0 0 0.0645577792123951 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"abundance" 0 0.0395726157499011 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0529100529100529 0
"abyss" 0 0 0 0 0.0322164948453608 0 0 0 0 0 0 0 0 0 0 0 0 0.0569151963574274 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"acceptable" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0430848772081 0 0 0 0 0 0 0 0.017082336863683 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"access" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0971817298347911 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0529100529100529 0
"accession" 0 0 0 0.101522842639594 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0289855072463768 0 0 0 0 0 0
"accident" 0.061576354679803 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.040453074433657 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"accommodate" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0682128240109141 0 0 0 0 0 0 0 0 0 0.0280504908835905 0 0 0 0 0 0 0 0
"accomplices" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0333778371161549 0 0.0319897632757518 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"accomplishing" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0365096750638919 0 0 0 0 0 0 0.0342817963661296 0 0 0 0 0
"accord" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0333778371161549 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0682128240109141 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"accounted" 0 0 0 0 0.0644329896907216 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"accumulate" 0 0 0 0 0 0 0 0 0.027972027972028 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0379075056861259 0 0 0
"accumulated" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0488997555012225 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0593471810089021 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"accusations" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0488997555012225 0 0 0 0 0 0 0 0 0.0319897632757518 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"acknowledgments" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0682128240109141 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0379075056861259 0 0 0
"acquiring" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0593471810089021 0 0 0 0 0.0330250990752972 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"acted" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0325626831650928 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0327868852459016 0 0 0 0 0 0 0 0 0
"actuate" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0682128240109141 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0529100529100529 0
"adduced" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0446827524575514 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0510204081632653 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"adepts" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0436109899694723 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0365096750638919 0 0 0 0 0 0 0 0 0 0 0 0
"adjourn" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0667556742323097 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"adjudications" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0682128240109141 0 0 0 0 0 0.0365096750638919 0 0 0 0 0 0 0 0 0 0 0 0
"adjust" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0642260757867694 0 0 0 0 0 0 0 0 0 0.0330250990752972 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"adjusting" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0333778371161549 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0365096750638919 0 0 0 0 0 0 0 0 0 0 0 0
"adjustment" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.043010752688172 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0330250990752972 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"admiration" 0 0.0395726157499011 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0238208670795617 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"admire" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0436109899694723 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0298596595998806 0 0 0 0 0 0 0 0 0 0 0
"admired" 0 0.0395726157499011 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0330250990752972 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"admittance" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0439367311072056 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0482160077145612 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"advantageous" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04293688278231 0 0 0 0 0 0 0 0 0.0289855072463768 0 0 0 0 0 0
"adventitious" 0 0 0 0 0 0 0 0.0496770988574267 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0482160077145612 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"adventurers" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0280504908835905 0 0.0289855072463768 0 0 0 0 0 0
"adventurous" 0 0.0395726157499011 0.0458085203847916 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"affects" 0.061576354679803 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0662251655629139 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"affirmance" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.132450331125828 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"affording" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0444247001332741 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0333778371161549 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"agent" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0490436488474743 0 0 0 0 0 0 0 0 0 0 0.0510204081632653 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"aggression" 0 0 0 0 0.0322164948453608 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.040453074433657 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"aggressions" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.043010752688172 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0682128240109141 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"agitate" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0490436488474743 0 0 0 0 0 0 0 0 0 0 0 0.0430848772081 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"agitated" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497760079641613 0 0 0 0 0 0 0 0 0 0 0.0327868852459016 0 0 0 0 0 0 0 0 0
